Licence,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Substance Released 1,Volume Released 1,Volume Recovered 1
0100325,DEVELOPMENT,Vertical,,,LONG COULEE,,19830131,1575,0,100/16-28-015-22W4/02,,HIPLAINS DRILLING,5,,20120401,Suspended Crude Oil,670,342.6,PRIMARY,,1527,1522,1557.7,LIVINGSTONE FM,223.64705,,YES,BWL,AB3,Calgary/Edmonton,0,1798.257,177.37267,20120426,28.2,285.9,19830210,1008.6,8.15,4.04,42.52,2.92,1.21,7.97,5.45,1.71,,0,0,,,,,,2,0,,7.6,268.39148,,0,Crude Oil,1,
0149026,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,LONG COULEE,,19910606,1592,0,100/16-33-015-22W4/00,19910613,PRECISION DRILLING CORPORATION,7,,20131201,Abandoned Zone Crude Oil,665.4,363.8,PRIMARY,Waterflood,1541.5,1534.5,1554,SAWTOOTH FM,261109.11,SUNBURST K,,BWL,AB3,Calgary/Edmonton,0,248401.61,211347.7,20200922,33601.6,39492.7,19910611,1025.9,108.5,164.1,2.82,4.04,0.77,24.27,182.81,1.47,,0,0,,,1,12597,45,6,0,,8172.7,288616.2,,0,Crude Oil,2.5,2
0149026,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,LONG COULEE,,19910606,1592,0,100/16-33-015-22W4/02,19910613,PRECISION DRILLING CORPORATION,2,,20000601,Abandoned Crude Oil,665.4,363.8,PRIMARY,Waterflood,1525,1523.5,1554,SAWTOOTH FM,909.26465,GLAUCONITIC Q,,BWL,AB3,Calgary/Edmonton,0,2820.9802,768.61487,20200922,122.2,448.5,19910611,1025.9,11.04,10.38,40.25,13.37,12.6,46.25,12.28,14.91,,0,0,,,1,14057,47,6,0,,23.1,815.7688,,0,Crude Oil,2.5,2
0149458,OUTPOST,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,LONG COULEE,,19910724,1550,0,100/08-08-016-22W4/00,19910731,BLUE-BIRD DRILLING CO LTD,4,,20131201,Abandoned Crude Oil,656.98,328.6,PRIMARY,Waterflood,1503.5,1499.5,1538,LIVINGSTONE FM,130634.37,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,986362.44,111474.945,20200922,17723.1,156819.1,19910728,981.1,39.21,94.14,2.33,4.42,1.24,88.09,100.9,2,,0,0,,,1,12597,45,1,0,,3146.7,111124.664,,0,Crude Oil,12,11
0169500,DEVELOPMENT,Vertical,SUNBURST SD,LONG COULEE SUNBURST K,LONG COULEE,,19940816,1535,0,100/12-10-016-22W4/00,19940821,CACTUS DRILLING & EXPLORATION LTD,7,,20101201,Abandoned Crude Oil,665.4,338.5,PRIMARY,,1513,1506,1515.4,RIERDON FM,39143.867,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,81704.64,30321.291,20181019,4820.7,12990,19940819,999.5,13.57,39.25,4.73,20.34,2.29,49.42,41.59,5.8,,0,0,,,1,12597,45,3,0,,1449,51170.953,,0,Crude Oil,1.5,
0169500,DEVELOPMENT,Vertical,SUNBURST SD,LONG COULEE SUNBURST K,LONG COULEE,,19940816,1535,0,100/12-10-016-22W4/00,19940821,CACTUS DRILLING & EXPLORATION LTD,7,,20101201,Abandoned Crude Oil,665.4,338.5,PRIMARY,,1513,1506,1515.4,RIERDON FM,39143.867,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,81704.64,30321.291,20181019,4820.7,12990,19940819,999.5,13.57,39.25,4.73,20.34,2.29,49.42,41.59,5.8,,0,0,,,1,12597,45,3,0,,1449,51170.953,,0,Crude Oil,0.5,
0289400,DEVELOPMENT,Vertical,MEDICINE HAT SD,EYREMORE COMMINGLED MFP9501,EYREMORE,,20030813,666,0,100/16-16-017-18W4/02,20030815,CHAMPION DRILLING INC.,207,,,Abandoned Zone  Commingled,539.99,287.3,PRIMARY,,593.5,387,,,,BELLY RIVER X,YES,140,AB3,Calgary/Edmonton,,,,20220109,,,20030814,824.1,,,,,,,,,,,,,,,,,8,,,,,,,Gas Production (Marketable),0.1,
0289400,DEVELOPMENT,Vertical,MEDICINE HAT SD,EYREMORE COMMINGLED MFP9501,EYREMORE,,20030813,666,0,100/16-16-017-18W4/00,20030815,CHAMPION DRILLING INC.,207,,20190801,Abandoned Gas,539.99,287.3,PRIMARY,,593.5,387,,,15197.484,BELLY RIVER X,YES,140,AB3,Calgary/Edmonton,0,0,0,20220109,0,0,20030814,824.1,152.33,,,3.22,,,26.26,0.56,,0,0,,,,,,8,0,,2496,88145.41,,0,Gas Production (Marketable),0.1,
0455213,DEEPER-POOLTEST,Horizontal,WABAMUN GRP,,SILVER,,20130306,4510,2781.04,100/16-36-017-28W4/00,20130423,BEAVER DRILLING LTD.,,,,Drilled And Cased,325.2,718.7,,,,,2730.03,WABAMUN GRP,,,YES,570,AB2,Calgary/Edmonton,,,,,,,20130413,1038.7,,,,,,,,,,,,,,,,,,,,,,,,Frac Sand,0.1,
0455213,OUTPOST,Horizontal,WABAMUN GRP,SILVER WABAMUN A,SILVER,,20140107,4260.3,2778.06,102/14-36-017-28W4/02,20140130,TRINIDAD DRILLING LTD.,1177,,20200901,Abandoned Zone Crude Oil,325.2,720.2,PRIMARY,,4056.6,2879.8,,,2395.6306,WABAMUN A,,570,AB2,Calgary/Edmonton,0,835.91583,619.5464,,98.5,132.9,20140123,1038.7,62.33,10.92,3171.15,105.52,6.73,13.93,21.67,24.92,,0,0,,32,6,26470,71,73,0,,291.7,10301.288,,0,Frac Sand,0.1,
0291388,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,PAGEANT SUNBURST C,PAGEANT,,20030819,1446,0,100/05-10-018-21W4/00,20030826,CHAMPION DRILLING INC.,1,,20081201,Suspended Gas,428.05,498,PRIMARY,,1419.5,1418.8,1413.41,SUNBURST SD,131474.14,SUNBURST C,YES,140,AB3,Calgary/Edmonton,0,25480.652,0,20191106,0,4051.1,20030823,921.4,1019,,4.01,80.34,,11.26,195.32,17.23,3.38,8420.799,0,,,,,,4,1338.8,,20210,713709.44,19.63,0,Condensate,0.3,
0291388,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,PAGEANT SUNBURST C,PAGEANT,,20030819,1446,0,100/05-10-018-21W4/02,20030826,CHAMPION DRILLING INC.,10,,20040501,Abandoned Zone Gas,428.05,498,PRIMARY,,1416.5,1407,1413.41,SUNBURST SD,5882.153,SUNBURST C,YES,140,AB3,Calgary/Edmonton,0,95.605125,0,20191106,0,15.2,20030823,921.4,621.78,,10.62,209.87,,3.08,117.59,37.94,1.76,108.81373,0,,,,,,4,17.3,,948.2,33485.367,10.39,0,Condensate,0.3,
0038935,NEW POOL WILDCAT,Vertical,,COUNTESS UPPER MANNVILLE M24M,COUNTESS,OBSERVATION,19701025,1176.5,0,100/04-10-020-17W4/00,,,12,,19980301,Observation,544.69,232.5,WATER FLOOD,Waterflood,1132.5,1121,1159.8,PEKISKO FM,690879.94,UPPER MANNVILLE M24M,,BWL,AB3,Calgary/Edmonton,0,4838088,621901.25,,98874.4,769194.5,19701029,773.6,73.19,99.17,4.93,36.77,55.56,1698.67,111.79,61.9,,0,0,,,2,,,7,0,,11328.9,400076.3,,0,Crude Oil,20,18
0038935,NEW POOL WILDCAT,Vertical,,COUNTESS UPPER MANNVILLE M24M,COUNTESS,OBSERVATION,19701025,1176.5,0,100/04-10-020-17W4/00,,,12,,19980301,Observation,544.69,232.5,WATER FLOOD,Waterflood,1132.5,1121,1159.8,PEKISKO FM,690879.94,UPPER MANNVILLE M24M,,BWL,AB3,Calgary/Edmonton,0,4838088,621901.25,,98874.4,769194.5,19701029,773.6,73.19,99.17,4.93,36.77,55.56,1698.67,111.79,61.9,,0,0,,,2,,,7,0,,11328.9,400076.3,,0,Emulsifiers,0.1,
0076926,DEVELOPMENT,Vertical,,OKOTOKS WABAMUN B,OKOTOKS,,19791104,2725,0,100/11-17-020-28W4/00,,,15,,19930901,Abandoned Gas,559.49,487.8,PRIMARY,,2690,2675,2658.5,CROSSFIELD MBR,550222,WABAMUN B,YES,BWL,AB2,Calgary/Edmonton,0,29201.076,0,19951002,0,4642.6,19791214,1041.2,2042.19,,1.94,122.2,,1.49,352.1,21.07,,0,0,,,,,,3,0,,90367.2,3191287.5,,0,Gas Production (Raw),0.1,
0080641,DEVELOPMENT,Vertical,,ATLEE-BUFFALO UPPER MANNVILLE O,ATLEE-BUFFALO,,19800201,971,0,100/04-19-021-05W4/03,,,2,,19891001,Abandoned Zone Gas,461.6,271.5,PRIMARY,,902.5,900.5,950,BANFF FM,7920.2275,UPPER MANNVILLE O,,BWL,AB3,Medicine Hat,0,0,0,20180515,0,0,19800215,729.1,68.14,,,10.9,,,11.75,1.88,,0,0,,,,,,6,0,,1300.8,45937.32,,0,Drilling Mud  (Water Based),20,3
0080641,DEVELOPMENT,Vertical,,ATLEE-BUFFALO VIKING F,ATLEE-BUFFALO,,19800201,971,0,100/04-19-021-05W4/00,,,1,,19850901,Abandoned Zone Gas,461.6,271.5,PRIMARY,,747,746,950,BANFF FM,41616.91,VIKING F,,BWL,AB3,Medicine Hat,0,23.2723,0,20180515,0,3.7,19800215,729.1,483.1,,0.27,57.4,,0.25,83.43,10.31,0.41,12.579621,0,,,,,,6,2,,6833,241305.12,0.14,0,Drilling Mud  (Water Based),20,3
0080641,DEVELOPMENT,Vertical,,ATLEE-BUFFALO UPPER MANNVILLE PP,ATLEE-BUFFALO,,19800201,971,0,100/04-19-021-05W4/04,,,3,,20070701,Abandoned Gas,461.6,271.5,PRIMARY,,834.8,831.8,950,BANFF FM,56029.76,UPPER MANNVILLE PP,,BWL,AB3,Medicine Hat,0,6908.099,0,20180515,0,1098.3,19800215,729.1,1523.29,,9.4,24.64,,4.17,262.64,4.25,,0,0,,,,,,6,0,,9202.2,324972.62,,0,Drilling Mud  (Water Based),20,3
0080641,DEVELOPMENT,Vertical,,,ATLEE-BUFFALO,,19800201,971,0,100/04-19-021-05W4/02,,,,,,Abandoned Zone,461.6,271.5,PRIMARY,,,,950,BANFF FM,,,,BWL,AB3,Medicine Hat,,,,20180515,,,19800215,729.1,,,,,,,,,,,,,,,,,6,,,,,,,Drilling Mud  (Water Based),20,3
0026383,OUTPOST,Vertical,,HUSSAR COMMINGLED POOL 005,HUSSAR,INJECTION,19640711,1435,0,100/10-34-024-20W4/00,,,9,20040301,19750101,Abandoned Water Injection,458.94,445.4,PRIMARY,Waterflood,1414.9,1406.3,1415.2,PEKISKO FM,200440.14,BASAL MANNVILLE J,,BWL,AB3,Calgary/Edmonton,0,10114.645,183819.72,20150714,29225,1608.1,19640719,900.7,96.06,267.7,3.59,1,1.09,16.28,284.26,1.26,,0,266935.3,0,,5,10076,44,11,0,0,2729.7,96398.445,,1678972.6,Crude Oil,1.9,
0257684,DEEPER-POOLTEST,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20010726,1545,0,100/09-20-026-21W4/04,20010730,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,533.29,400.4,PRIMARY,,,,1529.2,PEKISKO FM,,,,140,AB3,Calgary/Edmonton,,,,20190524,,,20010728,929.9,,,,,,,,,,,,,,,,,9,,,,,,,Crude Oil,5,4
0257684,DEEPER-POOLTEST,Vertical,MISSISSIPPIAN SYSTEM,HUSSAR COMMINGLED MFP9501,HUSSAR,,20010726,1545,0,100/09-20-026-21W4/00,20010730,PRECISION DRILLING CORPORATION,2,,20041101,Abandoned Zone Gas,533.29,400.4,PRIMARY,,1511,1509,1529.2,PEKISKO FM,92623.97,EDMONTON K,,140,AB3,Calgary/Edmonton,0,454.75333,0,20190524,0,72.3,20010728,929.9,2693.85,,0.47,6.71,,3.28,466.31,1.9,0.74,237.75485,0,,256,4,9138,37,9,37.8,,15173.3,535840.06,1.85,0,Crude Oil,5,4
0257684,DEEPER-POOLTEST,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20010726,1545,0,100/09-20-026-21W4/03,20010730,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,533.29,400.4,PRIMARY,,,,1529.2,PEKISKO FM,,,,140,AB3,Calgary/Edmonton,,,,20190524,,,20010728,929.9,,,,,,,,,,,,,,,,,9,,,,,,,Crude Oil,5,4
0257684,DEEPER-POOLTEST,Vertical,MISSISSIPPIAN SYSTEM,HUSSAR GLAUCONITIC A7A,HUSSAR,,20010726,1545,0,100/09-20-026-21W4/02,20010730,PRECISION DRILLING CORPORATION,1,,20081201,Abandoned Zone Crude Oil,533.29,400.4,PRIMARY,,1470,1469,1529.2,PEKISKO FM,4472.7256,GLAUCONITIC A7A,,140,AB3,Calgary/Edmonton,0,16300.674,4131.148,20190524,656.8,2591.6,20010728,929.9,20.22,51.41,28.73,0.58,1.65,12.15,54.9,1.75,,0,0,,32,2,9818,48,9,0,,56.1,1981.1528,,0,Crude Oil,5,4
0257684,DEEPER-POOLTEST,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20010726,1545,0,100/09-20-026-21W4/05,20010730,PRECISION DRILLING CORPORATION,,,,Abandoned,533.29,400.4,PRIMARY,,,,1529.2,PEKISKO FM,,,,140,AB3,Calgary/Edmonton,,,,20190524,,,20010728,929.9,,,,,,,,,,,,,,,,,9,,,,,,,Crude Oil,5,4
0085532,DEVELOPMENT,Vertical,,ROCKYFORD LOWER MANNVILLE A,ROCKYFORD,,19810805,1540,0,100/06-25-026-23W4/00,,,5,,19820701,Abandoned Zone Crude Oil,460.67,382.5,PRIMARY,,1493.5,1489,1508.5,PEKISKO FM,1470.1414,LOWER MANNVILLE A,YES,BWL,AB3,Calgary/Edmonton,0,84.912445,352.8584,20160506,56.1,13.5,19810816,838.9,53.07,2.68,1.02,46.91,2.29,1.44,11.83,10.38,,0,0,,32,6,10463,50,5,0,,183.5,6480.241,,0,Fresh Water,1,
0085532,DEVELOPMENT,Vertical,,ROCKYFORD COMMINGLED POOL 001,ROCKYFORD,,19810805,1540,0,100/06-25-026-23W4/03,,,3,,20091101,Abandoned Gas,460.67,382.5,PRIMARY,,1468,1465,1508.5,PEKISKO FM,9.741977,UPPER MANNVILLE A,YES,BWL,AB3,Calgary/Edmonton,0,0,0,20160506,0,0,19810816,838.9,113.01,,,1.88,,,19.48,0.32,,0,0,,,,,,5,0,,1.6,56.503468,,0,Fresh Water,1,
0085532,DEVELOPMENT,Vertical,,ROCKYFORD PEKISKO A,ROCKYFORD,,19810805,1540,0,100/06-25-026-23W4/02,,,12,,20040101,Abandoned Zone Gas,460.67,382.5,PRIMARY,,1523,1511,1508.5,PEKISKO FM,112836.445,PEKISKO A,YES,BWL,AB3,Calgary/Edmonton,0,2505.8606,0,20160506,0,398.4,19810816,838.9,215.84,,3.09,76.62,,0.51,39.9,13.37,0.16,685.58936,0,,,,,,5,109,,18419.4,650475,2.69,0,Fresh Water,1,
0102683,DEVELOPMENT SERVICE,Vertical,,WAYNE-ROSEDALE NISKU H,WAYNE-ROSEDALE,,19830820,1682,0,100/07-22-029-20W4/00,,CACTUS DRILLING & EXPLORATION LTD,6,,20020301,Abandoned Crude Oil,488.99,284.1,PRIMARY,,1611.5,1606,1603,NISKU FM,828550,NISKU H,,BWL,AB3,Calgary/Edmonton,0,8860327,762827,20210915,121279.8,1408679.5,19830831,769.6,244.84,575.85,10.49,14.2,8.13,1809.59,618.06,10.58,,0,0,,1200,9,11875,54,4,0,,10794.2,381193.56,,0,Crude Oil,1,0.5
0072645,DEVELOPMENT,Vertical,,TWINING COMMINGLED POOL 001,TWINING,,19781027,1705,0,100/16-25-032-25W4/00,,,17,,19821001,Abandoned Zone Crude Oil,268.79,608.7,PRIMARY,,1673.5,1656.5,1685,BANFF FM,6811.559,UPPER MANNVILLE O,YES,BWL,AB3,Calgary/Edmonton,0,654.7693,4783.401,20130312,760.5,104.1,19781107,873.5,60.95,71.17,53.77,7.02,6.31,0.42,81.68,7.52,,0,0,,,13,,,7,0,,333.1,11763.315,,0,Crude Oil,5,3
0072645,DEVELOPMENT,Vertical,,TWINING COMMINGLED MFP9501,TWINING,,19781027,1705,0,100/16-25-032-25W4/03,,,6,,20010301,Abandoned Gas,268.79,608.7,PRIMARY,,765.5,760,1685,BANFF FM,1514.8774,LOWER EDMONTON C,YES,BWL,AB3,Calgary/Edmonton,0,0,0,20130312,0,0,19781107,873.5,103.85,,,46.11,,,17.91,7.95,,0,0,,,,,,7,0,,248.8,8786.289,,0,Crude Oil,5,3
0072645,DEVELOPMENT,Vertical,,,TWINING,,19781027,1705,0,100/16-25-032-25W4/02,,,,,19821101,Abandoned Zone Gas,268.79,608.7,PRIMARY,,,,1685,BANFF FM,14.004092,,YES,BWL,AB3,Calgary/Edmonton,0,128.31213,0,20130312,0,20.4,19781107,873.5,9.02,,14.26,2.71,,4.28,1.56,0.47,,0,0,,,,,,7,0,,2.3,81.22373,,0,Crude Oil,5,3
0356047,DEVELOPMENT,Vertical,EXSHAW FM,,ESTHER,,20060717,870,0,100/15-03-033-01W4/02,20060722,PRECISION DRILLING CORPORATION,2,,20080701,Abandoned Crude Oil,362.8,348.9,PRIMARY,,777,775,865.41,STETTLER FM,561.0367,,,280,AB3,Medicine Hat,0,2373.1455,541.55273,20100303,86.1,377.3,20060721,707.8,2.78,11.63,14.61,1.26,3.2,7,12.11,3.42,,0,0,,,,,,2,0,,3.2,113.006935,,0,Crude Oil,1.5,
0356047,DEVELOPMENT,Vertical,EXSHAW FM,,ESTHER,,20060717,870,0,100/15-03-033-01W4/00,20060722,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,362.8,348.9,PRIMARY,,,,865.41,STETTLER FM,,,,280,AB3,Medicine Hat,,,,20100303,,,20060721,707.8,,,,,,,,,,,,,,,,,2,,,,,,,Crude Oil,1.5,
0356047,DEVELOPMENT,Vertical,EXSHAW FM,,ESTHER,,20060717,870,0,100/15-03-033-01W4/02,20060722,PRECISION DRILLING CORPORATION,2,,20080701,Abandoned Crude Oil,362.8,348.9,PRIMARY,,777,775,865.41,STETTLER FM,561.0367,,,280,AB3,Medicine Hat,0,2373.1455,541.55273,20100303,86.1,377.3,20060721,707.8,2.78,11.63,14.61,1.26,3.2,7,12.11,3.42,,0,0,,,,,,2,0,,3.2,113.006935,,0,Crude Oil,2,1.9
0356047,DEVELOPMENT,Vertical,EXSHAW FM,,ESTHER,,20060717,870,0,100/15-03-033-01W4/00,20060722,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,362.8,348.9,PRIMARY,,,,865.41,STETTLER FM,,,,280,AB3,Medicine Hat,,,,20100303,,,20060721,707.8,,,,,,,,,,,,,,,,,2,,,,,,,Crude Oil,2,1.9
0158733,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST ELLERSLIE VV,PROVOST,,19930601,1075,1052.82,100/08-35-034-08W4/00,19930605,TRI-CITY DRILLING INC.,2,,19981201,Abandoned Zone Crude Oil,375.9,399.6,PRIMARY,,1044,1042,1031.5,DINA MBR,90257.05,ELLERSLIE VV,,BWL,AB3,Medicine Hat,0,1077371.6,85023.77,,13517.7,171288.4,19930604,771.9,138.34,63.01,39.01,8.6,4.83,702.49,86.86,6.31,,0,0,,124,4,6890,28,1,0,,859.5,30352.955,,0,Salt/Produced Water,23,18
